college_name,department,cutoff_oc,cutoff_bc,cutoff_mbc,cutoff_bcm,cutoff_sc,cutoff_st,cutoff_sca
Sri Venkateswara Institute of Science and Technology -Tiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING,117.0,102.0,105.0,,90.5,,
Sri Venkateswara Institute of Science and Technology -Tiruvallur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,113.5,,,,,,
Sri Venkateswara Institute of Science and Technology -Tiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),112.0,,,,,,
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,163.0,155.5,152.0,157.5,139.0,,129.5
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),160.5,153.0,151.0,156.5,129.5,123.0,117.5
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",BIO TECHNOLOGY,145.0,125.0,113.0,100.0,97.5,,
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",CIVIL ENGINEERING,139.0,115.5,121.0,,98.0,,
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",CHEMICAL ENGINEERING,146.5,101.5,120.5,138.5,96.0,,
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND ENGINEERING,167.0,157.0,153.5,154.5,133.0,,115.0
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,162.0,153.5,149.0,154.0,124.5,,
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",INFORMATION TECHNOLOGY,160.0,154.0,150.5,147.5,127.5,,
"Vel High Tech Dr.Rangarajan Dr.Sakunthala Engineering College - Avadi, Chennai [Tiruvallur (Dist)]",MECHANICAL ENGINEERING,135.5,112.0,114.0,119.5,101.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,126.0,108.0,107.5,,118.5,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",AERONAUTICAL ENGINEERING,121.0,85.0,86.5,,98.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),120.5,118.0,101.5,97.5,116.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",BIO TECHNOLOGY,83.0,,,,,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,117.5,94.5,86.5,,95.5,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",COMPUTER AND COMMUNICATION ENGINEERING,122.0,82.0,82.5,,89.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND ENGINEERING,134.0,113.5,99.5,97.0,104.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,131.5,118.0,93.0,117.0,107.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",INFORMATION TECHNOLOGY,136.0,91.5,117.0,,114.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",MEDICAL ELECTRONICS ENGINEERING,89.5,86.0,,,,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",MECHANICAL AND AUTOMATION ENGINEERING,106.5,84.5,,,100.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",PHARMACEUTICAL TECHNOLOGY,127.5,96.0,,81.0,89.0,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",ROBOTICS AND AUTOMATION,103.5,,,,,,
"Gojan School of Business and Technology - Redhills,Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),125.5,83.5,112.0,,85.5,,
"PMR Engineering College -Maduravoyil , Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND ENGINEERING,121.0,,,,,,
"PMR Engineering College -Maduravoyil , Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),107.5,,,,,,
JNN Institute of Engineering - Thiruvallur (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,159.5,137.5,142.5,155.5,105.5,,
JNN Institute of Engineering - Thiruvallur (Dist),AGRICULTURAL ENGINEERING,122.5,102.0,,,88.0,,
JNN Institute of Engineering - Thiruvallur (Dist),BIO MEDICAL ENGINEERING,165.5,129.0,80.5,,141.0,,
JNN Institute of Engineering - Thiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING,155.5,134.5,132.5,135.0,101.5,,122.0
JNN Institute of Engineering - Thiruvallur (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,167.0,142.5,129.5,142.0,83.0,,
JNN Institute of Engineering - Thiruvallur (Dist),ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),144.0,113.0,107.5,109.0,125.0,,
JNN Institute of Engineering - Thiruvallur (Dist),ROBOTICS AND AUTOMATION,163.0,128.5,132.0,160.0,101.0,,
JNN Institute of Engineering - Thiruvallur (Dist),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),152.5,132.0,136.5,151.0,89.5,,110.5
"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,128.0,106.0,120.5,108.0,118.0,,
"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",BIO TECHNOLOGY,118.0,87.0,95.0,,88.5,,
"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",CHEMICAL ENGINEERING,102.0,91.5,,,,,
"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",COMPUTER SCIENCE AND ENGINEERING,138.5,100.5,116.5,136.5,98.5,,
"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,115.0,92.5,98.0,109.5,,,
"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",ELECTRICAL AND ELECTRONICS ENGINEERING,102.0,83.0,81.5,,,,
"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",INFORMATION TECHNOLOGY,120.0,108.5,103.5,115.5,83.0,,
"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",MECHANICAL ENGINEERING,105.5,,,,,,
"R.M.K. College of Engineering and Technology,Gummidipoondi, Tiruvallur (Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,173.0,167.5,161.5,159.0,138.5,102.0,
"R.M.K. College of Engineering and Technology,Gummidipoondi, Tiruvallur (Dist)",COMPUTER SCIENCE AND ENGINEERING,173.5,168.5,163.5,162.5,139.0,120.0,105.5
"R.M.K. College of Engineering and Technology,Gummidipoondi, Tiruvallur (Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,173.0,168.5,162.5,164.0,136.5,,
"R.M.K. College of Engineering and Technology,Gummidipoondi, Tiruvallur (Dist)",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),170.0,165.5,158.5,163.0,132.5,,
"R.M.K. College of Engineering and Technology,Gummidipoondi, Tiruvallur (Dist)",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),172.0,167.0,163.5,170.5,144.0,,128.5
Annai Veilankanni's College of Engineering - Kancheepuram (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,80.0,,,,,,
Annai Veilankanni's College of Engineering - Kancheepuram (Dist),COMPUTER SCIENCE AND ENGINEERING,107.0,88.5,86.0,,97.0,85.5,
Annai Veilankanni's College of Engineering - Kancheepuram (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,97.5,,,,,,
Annai Veilankanni's College of Engineering - Kancheepuram (Dist),MECHANICAL ENGINEERING,101.5,,,,,,
Annai Mira College of Engineering and Technology - Vellore (Dist),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,158.5,136.5,138.0,140.5,113.5,131.0,115.0
Annai Mira College of Engineering and Technology - Vellore (Dist),CIVIL ENGINEERING,86.5,,,,83.0,,
Annai Mira College of Engineering and Technology - Vellore (Dist),COMPUTER SCIENCE AND ENGINEERING,148.0,131.0,129.5,141.5,103.5,,112.5
Annai Mira College of Engineering and Technology - Vellore (Dist),ELECTRONICS AND COMMUNICATION ENGINEERING,141.0,117.5,104.5,138.5,83.5,,
Annai Mira College of Engineering and Technology - Vellore (Dist),ELECTRICAL AND ELECTRONICS ENGINEERING,127.0,102.5,112.0,,,,
Annai Mira College of Engineering and Technology - Vellore (Dist),INFORMATION TECHNOLOGY,150.0,134.0,133.0,134.0,106.5,,102.5
Annai Mira College of Engineering and Technology - Vellore (Dist),MECHANICAL ENGINEERING,89.5,,,,,,
Jeppiaar Institute of Technology Kancheepuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,153.5,148.5,139.0,114.0,,101.5
Jeppiaar Institute of Technology Kancheepuram,COMPUTER SCIENCE AND BUSSINESS SYSTEM,160.0,149.5,146.0,,117.5,,
Jeppiaar Institute of Technology Kancheepuram,COMPUTER SCIENCE AND ENGINEERING,166.0,153.5,146.0,151.0,115.5,,
Jeppiaar Institute of Technology Kancheepuram,ELECTRONICS AND COMMUNICATION ENGINEERING,171.5,155.5,156.5,158.0,94.5,,
Jeppiaar Institute of Technology Kancheepuram,INFORMATION TECHNOLOGY,154.5,147.0,142.5,120.5,98.0,,
Jeppiaar Institute of Technology Kancheepuram,MECHANICAL ENGINEERING,146.5,130.5,109.0,128.0,86.5,,
St.Joseph's Institute of Technology Kancheepuram,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,169.5,165.5,163.0,162.5,138.0,,
St.Joseph's Institute of Technology Kancheepuram,COMPUTER SCIENCE AND ENGINEERING,176.0,169.0,164.0,168.0,135.0,,115.5
St.Joseph's Institute of Technology Kancheepuram,ELECTRONICS AND COMMUNICATION ENGINEERING,171.0,165.5,163.0,162.0,126.5,116.5,
St.Joseph's Institute of Technology Kancheepuram,ELECTRICAL AND ELECTRONICS ENGINEERING,159.0,155.0,149.5,142.5,111.5,,
St.Joseph's Institute of Technology Kancheepuram,INFORMATION TECHNOLOGY,171.0,166.5,162.5,166.5,133.0,,131.5
St.Joseph's Institute of Technology Kancheepuram,MECHANICAL ENGINEERING,137.0,121.5,119.0,126.0,103.5,,
St.Joseph's Institute of Technology Kancheepuram,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),170.5,165.0,162.5,159.0,137.5,,156.0
"Sri Jayaram Institute of Engineering and Technology, 51 N, Elavur, 58N, Natham, ",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90.0,,,,,,
"Sri Jayaram Institute of Engineering and Technology, 51 N, Elavur, 58N, Natham, ",AGRICULTURAL ENGINEERING,94.5,,,,,,
"Sri Jayaram Institute of Engineering and Technology, 51 N, Elavur, 58N, Natham, ",COMPUTER SCIENCE AND ENGINEERING,81.0,,,,,,
"DMI College of Engineering -Sriperumbudur, Chennai [Kancheepuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,142.0,121.0,110.0,134.5,91.0,,114.0
"DMI College of Engineering -Sriperumbudur, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),128.5,108.5,95.5,116.5,105.0,,
"DMI College of Engineering -Sriperumbudur, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,144.0,120.0,116.0,134.5,105.0,98.0,
"DMI College of Engineering -Sriperumbudur, Chennai [Kancheepuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,133.5,101.5,107.5,,85.5,,
"DMI College of Engineering -Sriperumbudur, Chennai [Kancheepuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,81.5,,,,,,
"DMI College of Engineering -Sriperumbudur, Chennai [Kancheepuram(Dist)]",INFORMATION TECHNOLOGY,142.0,118.5,113.5,,112.5,,
"DMI College of Engineering -Sriperumbudur, Chennai [Kancheepuram(Dist)]",MECHANICAL ENGINEERING,83.5,,,,,,
"Kings Engineering College - Sriperumbudur, Kancheepuram(Dist)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,144.5,112.0,126.5,160.5,108.5,,
"Kings Engineering College - Sriperumbudur, Kancheepuram(Dist)",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),123.5,89.5,85.0,99.5,84.0,,
"Kings Engineering College - Sriperumbudur, Kancheepuram(Dist)",BIO MEDICAL ENGINEERING,96.5,,,,89.0,,
"Kings Engineering College - Sriperumbudur, Kancheepuram(Dist)",COMPUTER SCIENCE AND ENGINEERING,138.5,99.5,91.0,122.0,100.0,,
"Kings Engineering College - Sriperumbudur, Kancheepuram(Dist)",ELECTRONICS AND COMMUNICATION ENGINEERING,134.0,114.0,89.0,,89.0,,
"Kings Engineering College - Sriperumbudur, Kancheepuram(Dist)",INFORMATION TECHNOLOGY,112.5,86.5,91.5,,85.5,,
"Kings Engineering College - Sriperumbudur, Kancheepuram(Dist)",MECHANICAL ENGINEERING,93.5,,,,88.5,,
"Kings Engineering College - Sriperumbudur, Kancheepuram(Dist)",ROBOTICS AND AUTOMATION,85.0,83.5,,,,,
Pallavan College of Engineering - Kancheepuram,COMPUTER SCIENCE AND ENGINEERING,83.0,,,,,,
Pallavan College of Engineering - Kancheepuram,ELECTRONICS AND COMMUNICATION ENGINEERING,105.5,,,,,,
Pallavan College of Engineering - Kancheepuram,INFORMATION TECHNOLOGY,116.5,,,,,,
"Panimalar Engineering College -Poonamalee, Chennai [Tiruvallur (Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,170.5,162.5,160.0,155.0,128.0,118.5,99.5
"Panimalar Engineering College -Poonamalee, Chennai [Tiruvallur (Dist)]",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,166.5,160.0,156.0,154.0,126.0,,
"Panimalar Engineering College -Poonamalee, Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,163.5,158.0,155.5,158.5,120.0,103.5,
"Panimalar Engineering College -Poonamalee, Chennai [Tiruvallur (Dist)]",COMPUTER SCIENCE AND ENGINEERING,172.5,165.0,161.5,158.5,133.5,115.0,101.5
"Panimalar Engineering College -Poonamalee, Chennai [Tiruvallur (Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,168.5,162.5,156.5,156.5,127.0,117.5,129.5
"Panimalar Engineering College -Poonamalee, Chennai [Tiruvallur (Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,159.0,153.5,147.5,142.0,122.0,,
"Panimalar Engineering College -Poonamalee, Chennai [Tiruvallur (Dist)]",INFORMATION TECHNOLOGY,168.0,161.5,159.0,154.0,130.0,90.0,
"Panimalar Engineering College -Poonamalee, Chennai [Tiruvallur (Dist)]",MECHANICAL ENGINEERING,144.0,135.5,132.5,142.5,105.5,,128.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,188.0,185.0,182.0,186.0,168.5,156.5,146.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",AERONAUTICAL ENGINEERING,180.5,170.0,172.0,,163.5,,112.0
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,185.5,183.5,180.5,182.0,161.5,,133.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",AUTOMOBILE ENGINEERING,170.0,164.5,160.5,156.5,145.0,,
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",BIO MEDICAL ENGINEERING,178.0,169.0,161.0,163.5,136.5,,
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",BIO TECHNOLOGY,176.0,169.5,157.0,170.0,138.0,125.0,123.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND BUSSINESS SYSTEM,185.5,183.0,180.5,183.0,155.5,126.5,129.0
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND DESIGN,182.5,181.5,179.0,181.5,157.0,,159.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",CIVIL ENGINEERING,169.0,163.0,157.5,156.5,146.5,,
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",CHEMICAL ENGINEERING,176.5,160.5,165.0,,152.5,,
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,191.5,188.0,185.5,188.5,169.0,159.5,125.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,188.5,186.0,182.5,184.0,168.0,132.5,110.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,182.5,181.0,178.0,179.5,157.0,,131.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",FOOD TECHNOLOGY,172.0,164.5,163.0,170.0,141.5,118.0,118.0
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",INFORMATION TECHNOLOGY,188.5,186.0,183.0,185.0,167.5,161.0,139.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",MECHANICAL ENGINEERING,175.5,170.0,166.0,167.5,144.5,111.5,112.5
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",MECHATRONICS ENGINEERING,179.5,174.0,173.0,178.0,156.0,,130.0
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ROBOTICS AND AUTOMATION,179.5,177.0,170.5,175.5,143.5,,
"Rajalakshmi Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),187.0,184.5,181.0,183.0,165.5,156.5,144.0
Rajiv Gandhi College of Engineering - Chennai [Kancheepuram(Dist)],BIO MEDICAL ENGINEERING,93.0,,92.0,90.5,88.5,,
Rajiv Gandhi College of Engineering - Chennai [Kancheepuram(Dist)],COMPUTER SCIENCE AND ENGINEERING,143.5,136.0,124.5,,92.0,,
Rajiv Gandhi College of Engineering - Chennai [Kancheepuram(Dist)],ELECTRONICS AND COMMUNICATION ENGINEERING,124.0,91.0,120.5,,87.5,,
Rajiv Gandhi College of Engineering - Chennai [Kancheepuram(Dist)],ELECTRICAL AND ELECTRONICS ENGINEERING,86.5,,,,,,
Rajiv Gandhi College of Engineering - Chennai [Kancheepuram(Dist)],MECHANICAL ENGINEERING,116.0,,,,,,
Rajiv Gandhi College of Engineering - Chennai [Kancheepuram(Dist)],PETROLEUM ENGINEERING,119.5,,,,,,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,178.545,172.5,167.0,173.0,140.5,138.5,151.5
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",AGRICULTURAL ENGINEERING,157.5,133.5,125.0,120.0,114.0,,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,174.0,169.5,164.0,169.0,140.5,141.5,107.0
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",BIO MEDICAL ENGINEERING,166.0,155.5,154.5,158.5,135.5,,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",CIVIL ENGINEERING,157.5,148.0,138.5,97.0,114.0,,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",CHEMICAL ENGINEERING,170.0,157.5,157.5,,111.5,,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (INTERNET OF THINGS),175.0,170.5,166.0,173.0,139.5,,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,185.0,177.0,171.0,172.0,142.0,117.0,122.0
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,171.0,165.5,169.5,141.5,126.5,112.5
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",ELECTRICAL AND ELECTRONICS ENGINEERING,169.0,166.5,159.5,163.0,133.0,,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",INFORMATION TECHNOLOGY,179.0,174.5,168.0,176.0,142.0,124.0,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",MECHANICAL ENGINEERING,160.0,150.0,147.5,158.0,121.0,,
"Saveetha Engineering College - Thandalam, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),181.5,178.0,169.5,175.0,143.0,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,114.0,108.5,91.5,,112.5,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),116.0,,113.0,,97.0,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",BIO MEDICAL ENGINEERING,113.5,,,,,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",BIO TECHNOLOGY,102.5,,,,,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",COMPUTER SCIENCE AND BUSSINESS SYSTEM,98.0,,,,,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",COMPUTER SCIENCE AND ENGINEERING,143.0,96.5,124.5,89.5,107.5,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",ELECTRONICS AND COMMUNICATION ENGINEERING,90.0,,,,,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",ELECTRICAL AND ELECTRONICS ENGINEERING,97.5,,,,,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",FOOD TECHNOLOGY,95.5,,,,,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",INFORMATION TECHNOLOGY,99.0,,,,,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",MECHANICAL AND AUTOMATION ENGINEERING,106.0,,,,,,
"Sree Sastha Institute of Engineering and Technology -Poonamallee,Chennai",COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),109.5,103.0,,,,,
"Sri Muthukumaran Institute of Technology - Kunrathur, Chennai [Kancheepuram(Dist)]",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,128.5,92.0,124.5,111.0,105.0,,107.0
"Sri Muthukumaran Institute of Technology - Kunrathur, Chennai [Kancheepuram(Dist)]",BIO MEDICAL ENGINEERING,105.5,,,,,,
"Sri Muthukumaran Institute of Technology - Kunrathur, Chennai [Kancheepuram(Dist)]",COMPUTER SCIENCE AND ENGINEERING,119.0,104.5,91.0,91.0,93.0,,94.0
